row,is_winner,pct_pts_key,pct_pts_fcd_rally,pct_pts_ufcd_rally,win_pct_bps,win_pct_gps,win_pct_deuce,serve_win_pct_bps,serve_win_pct_gps,serve_pct_win_deuce,win_pct_netpts,pct_win_of_all_netpts,pct_induced_fcd_err_netpts,pct_rally_pts_won,pct_fcd_error_pts_rally,pct_unfcd_error_rally,pct_deep_return,pct_deep_return_1st,pct_deep_return_2nd,pct_deep_return_fh,pct_deep_return_bh,pct_very_deep_return,pct_pts_won_af_return,pct_returnable,pct_in_play_return,pct_pts_won_fh_return,pct_pts_won_bh_return,pct_ace,pct_unreturnable_serve,pct_fcd_err_serve,pct_pts_won_sv_in_leq_3s_serve,pct_net_rate,pct_serve_error,pct_shots_cross,pct_shots_downM,pct_shots_downL,pct_shots_insideO,pct_shots_insideI,pct_win_baseline,pct_win_groundstr,pct_win_volley,pct_win_dropS,pct_win_smash,pct_wide,pct_body,pct_downT,pct_win_wide,pct_win_body,pct_win_downT,avg_win_pct_long_rally,var_win_pct_long_rally,win_pct_cross,ufcd_err_pct_cross,win_pct_downM,ufcd_err_pct_downM,win_pct_downL,ufcd_err_pct_downL,win_pct_insideO,ufcd_err_pct_insideO,win_pct_insideI,ufcd_err_pct_insideI
160,0,0.25,0.208333333,0.770833333,0.571428571,0.285714286,0.6,0.1,0.166666667,0,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.442307692,0.105769231,0.173076923,0.054634944,0.054634944,0.054634944,0.25,0.791666667,0.770833333,0.315789474,0.153846154,0.142857143,0,0.142857143,0.410714286,0.442028986,0.297101449,0.144927536,0.079710145,0.036231884,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.08264339,0.012088716,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
161,1,0.384615385,0.358974359,0.75,0.444444444,0.111111111,0.703703704,0.111111111,0.5,0.071428571,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.511400651,0.153094463,0.201954397,0.054634944,0.054634944,0.054634944,0.384615385,0.820512821,0.75,0.392857143,0.373626374,0.066225166,0,0.086092715,0.298013245,0.40397351,0.302428256,0.105960265,0.169977925,0.017660044,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.047249939,0.012620098,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
162,1,0.46875,0.385416667,0.65625,0.666666667,0.166666667,0.6,0.2,0.666666667,0.333333333,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.551515152,0.224242424,0.2,0.054634944,0.054634944,0.054634944,0.46875,0.708333333,0.65625,0.5,0.452380952,0.028985507,0,0.231884058,0.347826087,0.52173913,0.213768116,0.083333333,0.152173913,0.028985507,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.03511108,0.151620557,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
163,1,0.479166667,0.458333333,0.760416667,0.8,0.2,0.75,0.1875,0.615384615,0.230769231,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.573863636,0.181818182,0.136363636,0.054634944,0.054634944,0.054634944,0.479166667,0.770833333,0.760416667,0.342857143,0.571428571,0.125,0,0.25,0.4375,0.586538462,0.115384615,0.168269231,0.110576923,0.019230769,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.063256221,0.047906307,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
164,1,0.4125,0.3875,0.825,0.5,0,0.714285714,0.142857143,0.8,0.4,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.535714286,0.164285714,0.2,0.054634944,0.054634944,0.054634944,0.4125,0.8375,0.825,0.166666667,0.439393939,0.116666667,0,0.15,0.433333333,0.409090909,0.409090909,0.079545455,0.098484848,0.003787879,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.036176542,0.025131763,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
165,1,0.445544554,0.425742574,0.732673267,0.5,0.5,0.933333333,0.266666667,0.75,0.125,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.580110497,0.149171271,0.138121547,0.054634944,0.054634944,0.054634944,0.445544554,0.762376238,0.732673267,0.466666667,0.47826087,0.1625,0,0.175,0.475,0.431279621,0.308056872,0.137440758,0.113744076,0.009478673,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.039959115,0.046716468,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
166,0,0.292307692,0.276923077,0.769230769,0.25,0,0.875,0.375,1,0,0.6,0.266666667,0.133333333,0,0,0.431034483,0.198275862,0.6875,0.944444444,0.736842105,0.806451613,0.36,0.292307692,0.769230769,0.769230769,0.363636364,0.25,0.058823529,0,0.176470588,0.274509804,0.098039216,0.529411765,0.468571429,0.188571429,0.12,0.217142857,0.005714286,0.047826087,0.041284404,0.375,0.666666667,0,0.450980392,0.156862745,0.392156863,0.608695652,0.625,0.6,0.048361127,0.026505253,0,0.085365854,0,0.060606061,0.095238095,0.333333333,0.157894737,0.105263158,0,0
167,1,0.388888889,0.37037037,0.648148148,0.8,0,0.642857143,0,0.555555556,0,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.546218487,0.18487395,0.134453782,0.054634944,0.054634944,0.054634944,0.388888889,0.685185185,0.648148148,0.227272727,0.517241379,0.107692308,0,0.123076923,0.261538462,0.483146067,0.157303371,0.151685393,0.179775281,0.028089888,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.045671206,0.027312377,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
168,1,0.336633663,0.326732673,0.653465347,0.444444444,0.111111111,0.611111111,0.166666667,0.8,0.4,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.492385787,0.172588832,0.091370558,0.054634944,0.054634944,0.054634944,0.336633663,0.653465347,0.653465347,0.361111111,0.4,0.0625,0,0.208333333,0.354166667,0.378600823,0.399176955,0.053497942,0.152263374,0.016460905,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.043790948,0.011861455,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
169,1,0.393442623,0.360655738,0.737704918,1,0.125,0.785714286,0.214285714,0.5,0.1,0.048563894,0.046272227,0.046272227,0,0,0.054634944,0.054634944,0.054634944,0.575757576,0.242424242,0.189393939,0.054634944,0.054634944,0.054634944,0.393442623,0.819672131,0.737704918,0.529411765,0.325,0.154929577,0,0.197183099,0.464788732,0.422680412,0.201030928,0.159793814,0.206185567,0.010309278,0.054634944,0.054634944,0.054634944,0.040470056,0.050355052,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.059294344,0.025691351,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.054634944,0.049509409,0.049509409
170,1,0.362068966,0.301724138,0.655172414,0.777777778,0,0.833333333,0.222222222,0.777777778,0,0.777777778,0.555555556,0.166666667,0,0,0.538461538,0.176470588,0.736842105,0.613636364,0.642857143,0.685185185,0.073170732,0.362068966,0.706896552,0.655172414,0.378378378,0.313432836,0.104761905,0,0.19047619,0.4,0.171428571,0.438095238,0.429149798,0.28340081,0.149797571,0.113360324,0.024291498,0.047337278,0.0625,0.666666667,0.040470056,1,0.447619048,0.019047619,0.533333333,0.723404255,0.5,0.75,0.044565966,0.0378894,0.018867925,0.160377358,0.028571429,0.057142857,0.135135135,0.162162162,0.214285714,0.071428571,0,0.166666667
