,name,is_winner,pct_pts_key,pct_pts_fcd_rally,pct_pts_ufcd_rally,win_pct_bps,win_pct_gps,win_pct_deuce,serve_win_pct_bps,serve_win_pct_gps,serve_pct_win_deuce,win_pct_netpts,pct_win_of_all_netpts,pct_induced_fcd_err_netpts,pct_rally_pts_won,pct_fcd_error_pts_rally,pct_unfcd_error_rally,pct_deep_return,pct_deep_return_1st,pct_deep_return_2nd,pct_deep_return_fh,pct_deep_return_bh,pct_very_deep_return,pct_pts_won_af_return,pct_returnable,pct_in_play_return,pct_pts_won_fh_return,pct_pts_won_bh_return,pct_ace,pct_unreturnable_serve,pct_fcd_err_serve,pct_pts_won_sv_in_leq_3s_serve,pct_net_rate,pct_serve_error,pct_shots_cross,pct_shots_downM,pct_shots_downL,pct_shots_insideO,pct_shots_insideI,pct_win_baseline,pct_win_groundstr,pct_win_volley,pct_win_dropS,pct_win_smash,pct_wide,pct_body,pct_downT,pct_win_wide,pct_win_body,pct_win_downT,avg_win_pct_long_rally,var_win_pct_long_rally,win_pct_cross,ufcd_err_pct_cross,win_pct_downM,ufcd_err_pct_downM,win_pct_downL,ufcd_err_pct_downL,win_pct_insideO,ufcd_err_pct_insideO,win_pct_insideI,ufcd_err_pct_insideI
0,Rafael_Nadal,1,0.392857142857142,0.35714285714285704,0.678571428571428,0.498010688501805,0.49282934135154605,0.642857142857142,0.14285714285714202,1.0,0.0,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.557692307692307,0.23076923076923,0.134615384615384,0.08350291648108,0.08350291648108,0.08350291648108,0.392857142857142,0.678571428571428,0.678571428571428,0.5,0.392857142857142,0.020833333333333003,0.0,0.145833333333333,0.208333333333333,0.479166666666666,0.201388888888888,0.138888888888888,0.138888888888888,0.041666666666666005,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08304988171331601,0.028978589964021,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
1,Rafael_Nadal,0,0.35761589403973504,0.29801324503311205,0.735099337748344,0.461538461538461,0.0,0.6296296296296291,0.22222222222222202,0.533333333333333,0.066666666666666,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.48859934853420106,0.140065146579804,0.149837133550488,0.08350291648108,0.08350291648108,0.08350291648108,0.35761589403973504,0.7880794701986751,0.735099337748344,0.262295081967213,0.41428571428571404,0.032051282051282,0.0,0.12179487179487102,0.262820512820512,0.414583333333333,0.37708333333333305,0.08125,0.10625000000000001,0.020833333333333003,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.045218597943126,0.011433780848146,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
2,Gael_Monfils,0,0.33333333333333304,0.33333333333333304,0.695652173913043,0.8,0.066666666666666,0.41176470588235203,0.11764705882352901,0.55,0.1,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.44848484848484804,0.10303030303030301,0.09696969696969601,0.08350291648108,0.08350291648108,0.08350291648108,0.33333333333333304,0.7391304347826081,0.695652173913043,0.18181818181818102,0.42222222222222205,0.104166666666666,0.0,0.104166666666666,0.28125,0.427046263345195,0.355871886120996,0.053380782918149,0.138790035587188,0.024911032028469,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.035324052104084,0.01005906598118,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
3,Rafael_Nadal,1,0.289855072463768,0.289855072463768,0.7246376811594201,0.0,0.0,0.55,0.1,0.6666666666666661,0.16666666666666602,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.47651006711409305,0.140939597315436,0.134228187919463,0.08350291648108,0.08350291648108,0.08350291648108,0.289855072463768,0.7246376811594201,0.7246376811594201,0.33333333333333304,0.33333333333333304,0.0,0.0,0.08750000000000001,0.1125,0.505617977528089,0.17602996254681602,0.202247191011235,0.07865168539325801,0.037453183520599,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.029758780010527,0.010932337591943,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
4,Novak_Djokovic,0,0.3125,0.30000000000000004,0.6125,0.5714285714285711,0.21428571428571402,0.46666666666666606,0.266666666666666,0.421052631578947,0.105263157894736,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.42613636363636304,0.19886363636363602,0.13636363636363602,0.08350291648108,0.08350291648108,0.08350291648108,0.3125,0.6125,0.6125,0.33333333333333304,0.35714285714285704,0.03125,0.0,0.177083333333333,0.25,0.388888888888888,0.20707070707070702,0.20202020202020202,0.15656565656565602,0.045454545454545005,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.032659418289506005,0.038087164226749,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
5,Rafael_Nadal,0,0.30000000000000004,0.23333333333333303,0.65,0.7272727272727271,0.0,0.5,0.25,0.642857142857142,0.07142857142857101,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.464285714285714,0.14285714285714202,0.171428571428571,0.08350291648108,0.08350291648108,0.08350291648108,0.30000000000000004,0.6666666666666661,0.65,0.27272727272727204,0.296296296296296,0.0,0.0,0.1375,0.1625,0.446043165467625,0.31654676258992803,0.118705035971223,0.09712230215827301,0.021582733812949003,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.025579772543870002,0.045473919718465004,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
6,Novak_Djokovic,0,0.25,0.23750000000000002,0.6375000000000001,0.375,0.125,0.45,0.1,0.611111111111111,0.16666666666666602,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.41988950276243003,0.18232044198895,0.138121546961325,0.08350291648108,0.08350291648108,0.08350291648108,0.25,0.65,0.6375000000000001,0.36363636363636304,0.21212121212121202,0.06930693069306901,0.0,0.148514851485148,0.24752475247524702,0.41743119266055,0.293577981651376,0.110091743119266,0.160550458715596,0.018348623853211,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.042078582392275,0.020474826467159,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
7,Novak_Djokovic,0,0.32,0.31,0.73,0.42857142857142805,0.14285714285714202,0.5263157894736841,0.31578947368421,0.538461538461538,0.23076923076923,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.46192893401015206,0.21319796954314701,0.15228426395939001,0.08350291648108,0.08350291648108,0.08350291648108,0.32,0.78,0.73,0.35483870967741904,0.33333333333333304,0.061855670103092,0.0,0.18556701030927802,0.319587628865979,0.384615384615384,0.34615384615384603,0.100961538461538,0.16346153846153802,0.004807692307692,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.040085186346073005,0.019889659043709002,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
8,Rafael_Nadal,1,0.39215686274509803,0.35294117647058804,0.725490196078431,1.0,0.33333333333333304,0.5,0.1,0.5,0.0,0.75,0.5,0,0,0.005181347150259001,0.21551724137931003,0.8108108108108101,0.6875,0.9047619047619041,0.6153846153846151,0.9166666666666661,0.432432432432432,0.39215686274509803,0.725490196078431,0.725490196078431,0.35294117647058804,0.413793103448275,0.03076923076923,0.0,0.18461538461538402,0.276923076923076,0.046153846153846004,0.32307692307692304,0.40322580645161205,0.20430107526881702,0.17204301075268802,0.18279569892473102,0.037634408602150005,0.056768558951965004,0.055837563451776005,1.0,1.0,0.0,0.24615384615384603,0.29230769230769205,0.461538461538461,0.8125,0.7368421052631571,0.6333333333333331,0.062653117961026,0.051569779415332,0.053333333333333004,0.066666666666666,0.0,0.0,0.03125,0.1875,0.14705882352941102,0.0,0.0,0.42857142857142805
9,Rafael_Nadal,0,0.32307692307692304,0.32307692307692304,0.7384615384615381,0.5714285714285711,0.42857142857142805,0.75,0.25,0.4,0.0,0.06795887503030301,0.06795887503030301,0,0,0.005181347150259001,0.08350291648108,0.08350291648108,0.08350291648108,0.453781512605042,0.15126050420168002,0.193277310924369,0.08350291648108,0.08350291648108,0.08350291648108,0.32307692307692304,0.769230769230769,0.7384615384615381,0.33333333333333304,0.378378378378378,0.037037037037037,0.0,0.259259259259259,0.40740740740740705,0.44382022471910104,0.230337078651685,0.151685393258426,0.11797752808988701,0.05617977528089801,0.08350291648108,0.08350291648108,0.08350291648108,0.061482191092479,0.07702623254325601,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.033166019517756,0.039565794458953,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.08350291648108,0.073140222180562,0.073140222180562
